"ISF Assigned Text Number"|"Main Text or Publication Number"|"Main Text or Publication Number Prefix"|"Main Text or Publication Number Suffix"|"Alternate Text or Publication Number"|"Text Search and Display Type Code"|"Text Division"|"Text Division Description"|"Text Division Museum Number"|"Text Sub-Division "|"Text or Publication Number Note"|"Physical Object Description"|"Physical Object Note"|"Physical Object Note"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Is Part Of Corpus1"|"Is Part Of Corpus1 Category"|"Is Part Of Corpus1 Sub-Category"|"Is Part Of Corpus2"|"Is Part Of Corpus2 Category"|"Is Part Of Corpus2 Sub-Category"|"Is Part Of Corpus3"|"Is Part Of Corpus3 Category"|"Is Part Of Corpus3 Sub-Category"|"Is Version of"|"Is Part of"|"Text, Uninscribed Artifact, or Glyptic"|"Type of Item Cataloged"|"Medium"|"Text Descriptive Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Text Description"|"Excavation Description"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Geographical Coverage Note"|"Script Note"|"Script1"|"Script1 Sub-Level"|"Script2"|"Script2 Sub-Level"|"Script3"|"Script3 Sub-Level"|"Script4"|"Script4 Sub-Level"|"Language Note"|"Language"|"Language"|"Language"|"Language"|"Relevant Time Line"|"Named Time Period"|"Named Time Period"|"Date of Inscription Note"|"Ancient City or Location"|"Ancient Structure"|"ISF Find Site"|"Modern City or Location"|"Modern Country"|"Region"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Index Map Filename"
"ISF_TXT_00330"|||||"4"||||||"Clay tablet 4.5 cm X 5.9 cm X 1.7 cm with chips and crack across obverse lower right"|||"USCARC 6511"|"L159"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Workers on a Field"||||||"Administrative record of workers in a field, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"workers"|"fields"|"seal impression"|"Ur III"|"USCARC 6511"|"L159"|6511|||||||||||||||
"ISF_TXT_00331"|||||"4"||||||"Clay tablet 4.1 cm X 3.9 cm X 1.3 cm chipped across obverse right side"|||"USCARC 6512"|"L54 (154c)"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Receipt of Animals"||||||"Administrative record of receipt of animals"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"Ur III"|"USCARC 6512"|"L54"|"154c"|6512||||||||||||||||
"ISF_TXT_00332"|||||"4"||||||"Clay tablet 4.4 cm X 5.1 cm X 1.5 cm cracked into three pieces"|||"USCARC 6513"|"L199"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Rations for Field Work"||||||"Administrative record of rations for field work"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"fields"|"rations"|"Ur III"|"USCARC 6513"|"L199"|6513||||||||||||||||
"ISF_TXT_00333"|||||"4"||||||"Clay tablet 4.5 cm X 4.5 cm X 1.6 cm with chips off obverse lower right corner and reverse upper right corner"|||"USCARC 6514"|"466"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Barley for Two Persons"||||||"Administrative record of barley for two persons, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"barley"|"grain"|"seal impression"|"Ur III"|"USCARC 6514"|"466"|6514|||||||||||||||
"ISF_TXT_00334"|||||"4"||||||"Clay tablet 4.2 cm X 4.9 cm X 2.2 cm with cracks across"|||"USCARC 6515"|"298 (290?)"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Barley?"||||||"Administrative record of barley?"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"barley"|"grain"|"Ur III"|"USCARC 6515"|"298"|"290"|6515|||||||||||||||
"ISF_TXT_00335"|||||"4"||||||"Clay tablet 4.1 cm X 4.5 cm X 1.6 cm chipped obverse left"|||"USCARC 6516"|"127"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Amounts for Beer"||||||"Administrative record of amounts of beer, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"beer"|"seal impression"|"Ur III"|"USCARC 6516"|"127"|6516||||||||||||||||
"ISF_TXT_00336"|||||"4"||||||"Clay tablet 3.9 cm X 4.2 cm X 1.5 cm chipped reverse left"|||"USCARC 6517"|"461"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Loan of Dates"||||||"Administrative record for loan of dates, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"dates"|"seal impression"|"Ur III"|"USCARC 6517"|"461"|6517||||||||||||||||
"ISF_TXT_00337"|||||"4"||||||"Clay tablet 5.0 cm X 6.1 cm X 1.8 cm chipped across reverse lower half"|||"USCARC 6518"|"L193"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Beer and… for Cattle Fodder"||||||"Administrative record for beer and… for cattle fodder, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"cattle"|"beer"|"seal impression"|"fodder"|"Ur III"|"USCARC 6518"|"L193"|6518||||||||||||||
"ISF_TXT_00338"|||||"4"||||||"Clay tablet 5.9 cm X 5.1 cm X 2.3 cm missing lower half"|||"USCARC 6519"|"100"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Number of Field Workers on Kamari"||||||"Administrative record for the number of field workers on Kamari, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"workers"|"fields"|"seal impression"|"Kamari"|"Ur III"|"USCARC 6519"|"100"|6519||||||||||||||
"ISF_TXT_00339"|||||"4"||||||"Clay tablet 4.0 cm X 4.5 cm X 1.3 cm chipped across reverse"|||"USCARC 6520"|"15"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Concerns Regarding Door Bolt"||||||"Administrative record regarding concerns of a door bolt, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"door"|"seal impression"|"Ur III Period"|"USCARC 6520"|"15"|6520||||||||||||||||
"ISF_TXT_00340"|||||"4"||||||"Clay tablet 4.5 cm X 7.0 cm X 2.3 cm cracked across obverse bottom and chipped across reverse bottom"|||"USCARC 6521"|"L214"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Disbursement of Mimah?"||||||"Administrative record of disbursement of mimah?"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"mimah"|"Ur III"|"USCARC 6521"|"L214"|6521|||||||||||||||||
"ISF_TXT_00341"|||||"4"||||||"Clay tablet 4.1 cm X 4.8 cm X 1.7 cm chipped across obverse"|||"USCARC 6522"|"138"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Old Babylonian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Animals Gift of King Amar Suen"||||||"Administrative record of animals gift of King Amar suen, sealed by governor"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"king"|"seal impression"|"governor"|"Ur III"|"USCARC 6522"|"138"|6522||||||||||||||
"ISF_TXT_00342"|||||"4"||||||"Clay tablet 2.9 cm X 3.1 cm X 2.0 cm chipped on obverse upper right corner and across reverse top"|||"USCARC 6523"|"L129"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Illegible Cuneiform Tablet"||||||"Illegible tablet, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"seal impression"|"Ur III"|"USCARC 6523"|"L129"|6523|||||||||||||||||
"ISF_TXT_00343"|||||"4"||||||"Clay tablet 3.3 cm X 3.8 cm X 1.7 cm cracked across reverse lower right"|||"USCARC 6524"|"247"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Receipt of Various Animals"||||||"Administrative record for receipt of various animals"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"Ur III"|"USCARC 6524"|"247"|6524|||||||||||||||||
"ISF_TXT_00344"|||||"4"||||||"Clay tablet 4.3 cm X 4.4 cm X 1.7 cm with chip on lower left and upper right and cracked into two pieces"|||"USCARC 6525"|"222"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Days of Weeding Work on Kamari Field"||||||"Administrative record of days of weeding work done on Kamari field, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"fields"|"seal impression"|"Ur III"|"USCARC 6525"|"222"|6525||||||||||||||||
"ISF_TXT_00345"|||||"4"||||||"Clay tablet 3.2 cm X 3.6 cm X 1.3 cm chipped on obverse lower left and upper right"|||"USCARC 6526"|"154"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Account of Reeds"||||||"Administrative record of account of reeds, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"reeds"|"seal impression"|"Ur III"|"USCARC 6526"|"154"|6526||||||||||||||||
"ISF_TXT_00346"|||||"4"||||||"Clay tablet 2.9 cm X 3.7 cm X 1.7 cm chipped on reverse lower left"|||"USCARC 6527"|"12"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Old Babylonian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Receipt to Buy Barley"||||||"Administrative record of receipt of something to buy barley"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"barley"|"grain"|"Ur III"|"USCARC 6527"|"12"|6527||||||||||||||||
"ISF_TXT_00347"|||||"4"||||||"Clay tablet 3.1 cm X 3.5 cm X 1.5 cm with lower left side missing obverse"|||"USCARC 6528"|"130"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Delivery of Animals"||||||"Administrative record of delivery of animals"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"Ur III"|"USCARC 6528"|"130"|6528|||||||||||||||||
"ISF_TXT_00348"|||||"4"||||||"Clay tablet 4.5 cm X 6.4 cm X 2.2 cm chipped across obverse left side"|||"USCARC 6529"|"L137"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Barley Rations for Hired Workers"||||||"Administrative record of barley rations for hired workers"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"workers"|"barley"|"grain"|"rations"|"Ur III"|"USCARC 6529"|"L137"|6529||||||||||||||
"ISF_TXT_00349"|||||"4"||||||"Clay tablet 4.9 cm X 4.6 cm X 2.0 cm with hole in obverse and crack across upper reverse"|||"USCARC 6530"|"9"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Three Objects Transferred to Workshop"||||||"Administrative record of three objects transferred to workshop, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"workshop"|"seal impression"|"Ur III"|"USCARC 6530"|"9"|6530||||||||||||||||
"ISF_TXT_00350"|||||"4"||||||"Clay tablet 4.3 cm X 2.9 cm X 1.8 cm"|||"USCARC 6534"|"L203"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Old Babylonian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Barley to Named Persons"||||||"Administrative record of barley to named persons, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Old Babylonian, late"|"Old Babylonian"||||"Mesopotamian"|"Old Babylonian"||"Assurbanipal?"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"barley"|"grain"|"seal impression"|"names"|"Old Babylonian"|"USCARC 6534"|"L203"|6534||||||||||||||
"ISF_TXT_00351"|||||"4"||||||"Clay tablet 3.3 cm X 3.8 cm X 1.5 cm cracked in two pieces"|||"USCARC 6535"|"L201"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Delivery of Animals"||||||"Administrative record of delivery of animals"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"Ur III"|"USCARC 6535"|"L201"|6535|||||||||||||||||
"ISF_TXT_00352"|||||"4"||||||"Clay tablet 3.2 cm X 3.6 cm X 1.5 cm missing obverse lower left and chipped on lower right"|||"USCARC 6536"|"L41"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Animals Disbursed for Offerings to Gods"||||||"Administrative record of animals disbursed for offerings to gods"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"deities"|"gods"|"Ur III"|"USCARC 6536"|"L41"|6536|||||||||||||||
"ISF_TXT_00353"|||||"4"||||||"Clay tablet 4.7 cm X 5.4 cm X 2.1 cm worn across reverse lower"|||"USCARC 6537"|"L144"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Record of Barley"||||||"Administrative record of barley"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"barley"|"grain"|"Ur III"|"USCARC 6537"|"L144"|6537||||||||||||||||
"ISF_TXT_00354"|||||"4"||||||"Clay tablet 4.1 cm X 4.8 cm X 1.5 cm missing obverse upper right corner"|||"USCARC 6538"|"L143"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Large Amounts of Barley from Named Fields"||||||"Administrative record of large amounts of barley from named fields, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"fields"|"barley"|"seal impression"|"grain"|"Ur III"|"USCARC 6538"|"L143"|6538||||||||||||||
"ISF_TXT_00355"|||||"4"||||||"Clay tablet 4.3 cm X 4.6 cm X 1.9 cm chipped on reverse upper right corner"|||"USCARC 6539"|"20"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Receipt for Beer"||||||"Administrative record of a receipt of beer, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"beer"|"seal impression"|"Ur III"|"USCARC 6539"|"20"|6539||||||||||||||||
"ISF_TXT_00356"|||||"4"||||||"Clay tablet 4.7 cm X 6.4 cm X 2.3 cm cracked throughout and chipped across obverse bottom"|||"USCARC 6540"|"299/99"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Barley, Dates, Sheep, Oil; Account of Ur Sara Gudu"||||||"Administrative record of barley, dates, sheep, oil account of Ur Sara Gudu"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"barley"|"grain"|"barley"|"dates"|"sheep"|"oil"|"Ur III"|"USCARC 6540"|"299/99"|6540|||||||||||
"ISF_TXT_00357"|||||"4"||||||"Clay tablet 4.3 cm X 3.7 cm X 1.6 cm chipped across obverse lower left and cracked on reverse"|||"USCARC 6541"|"K225"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Amounts of Plants Intercalary Month"||||||"Administrative record of amounts of plants intercalary month, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"plants"|"seal impression"|"Ur III"|"USCARC 6541"|"K225"|6541||||||||||||||||
"ISF_TXT_00358"|||||"4"||||||"Clay tablet 4.1 cm X 3.9 cm X 1.5 cm worn across obverse lower left and reverse"|||"USCARC 6542"|"14"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Receipt of MA NU Wood"||||||"Administrative record of receipt of MA NU wood, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"wood"|"seal impression"|"Ur III"|"USCARC 6542"|"14"|6542||||||||||||||||
