"ISFDIGITALOBJECTIDENTIFIER"|"PHOTOGRAPHIDENTIFICATIONNO"|"THUMBNAILHEADER"|"PHOTODESCRIPTIVETITLE"|"PHOTOGRAPHDESCRIPTION"|"ANCIENTTEXTREPRESENTED"|"ISFASSIGNEDTEXTNO"|"TEXTDIVISION"|"TEXTDIVISIONSUBDIVISION"|"TEXTVIEW"|"TEXTVIEW1"|"TEXTVIEW2"|"TEXTVIEW3"|"TEXTVIEW4"|"TEXTVIEW5"|"TEXTVIEW6"|"TEXTVIEW7"|"TEXTVIEW8"|"TEXTVIEW9"|"TYPEOFITEMCATELOGED"|"PHOTOTEXTORPUBLCNNONOTE"|"DATEOFPHOTOGRAPH"|"PHOTOGRAPHER1"|"PHOTOGRAPHER2"|"PHOTOGRAPHER3"|"PHOTOGRAPHER4"|"PHOTOGRAPHER5"|"RIGHTSPHYSICALOBJECT"|"RIGHTSPHYSICALOBJECT1"|"RIGHTSPHYSICALOBJECT2"|"RIGHTSPHYSICALOBJECT3"|"RIGHTSPHYSICALOBJECT4"|"ISPARTOFWSRPROJECT"|"PHOTOMUSEUMACCESSIONNO"|"PHOTOMUSEUMACCESSIONNO1"|"PHOTOMUSEUMACCESSIONNO2"|"PHOTOMUSEUMACCESSIONNO3"|"PHOTOMUSEUMACCESSIONNO4"|"PHOTOMUSEUMACCESSIONNO5"|"PHOTOMUSEUMACCESSIONNO6"|"PHOTOMUSEUMACCESSIONNO7"|"PHOTOMUSEUMACCESSIONNO8"|"PHOTOMUSEUMACCESSIONNO9"|"PHOTOMUSEUMACCESSIONNO10"|"PHOTOMUSEUMACCESSIONNO11"|"PHOTOMUSEUMACCESSIONNO12"|"PHOTOMUSEUMACCESSIONNO13"|"PHOTOMUSEUMACCESSIONNO14"|"PHOTOMUSEUMACCESSIONNO15"|"PHOTOMUSEUMACCESSIONNO16"|"PHOTOMUSEUMACCESSIONNO17"|"PHOTOMUSEUMACCESSIONNO18"|"PHOTOMUSEUMACCESSIONNO19"|"PHOTOMUSEUMACCESSIONNO20"|"PHOTOMUSEUMACCESSIONNO21"|"PHOTOMUSEUMACCESSIONNO22"|"PHOTOMUSEUMACCESSIONNO23"|"PHOTOMUSEUMACCESSIONNO24"|"PHOTOMUSEUMACCESSIONNONOTE"|"COLABORATOR1"|"COLABORATOR2"|"COLABORATOR3"|"COLABORATOR4"|"COLABORATOR5"|"PHOTODIMENSIONS"|"MAGNIFICATIONCODE"|"FILMTYPECODE"|"DATEOFDIGITALCONVERSION"|"DIGITALOBJECTFORMAT"|"ARCHIVALFILESIZE"|"ARCHIVALFILERESOLUTION"|"COMPRESSEDFORMATEXTENSION"|"COMPRESSIONRATIO"|"COMPRESSIONROUTINE"|"DIGITALOBJECTTYPENOTE"|"DIGITIZATIONEQUIPMENTSPECS"|"RIGHTSDIGITALOBJECT"|"RIGHSPHOTOGRAPH"|"SCRIPTNOTE"|"SCRIPT"|"SCRIPTSUBLEVEL"|"SCRIPT1"|"SCRIPT1SUBLEVEL"|"SCRIPT2"|"SCRIPT2SUBLEVEL"|"SCRIPT3"|"SCRIPT3SUBLEVEL"|"LANGUAGENOTE"|"LANGUAGE"|"LANGUAGE1"|"LANGUAGE2"|"LANGUAGE3"|"ISFFINDSITE"|"RELEVANTTIMELINE"|"NAMEDTIMEPERIOD"|"NAMEDTIMEPERIOD1"|"MEDIUM"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52264"|"BIB_LENCDX_F054A_T"|"F54a Exod 36:25b-37:16a"|"Folio 54a Exodus 36:25b-37:16a"|"Firk. B19A Leningrad Codex, Folio 54a Exodus 36:25b-37:16a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52265"|"BIB_LENCDX_F054B_T"|"F54b Exod 37:16b-38:11a"|"Folio 54b Exodus 37:16b-38:11a"|"Firk. B19A Leningrad Codex, Folio 54b Exodus 37:16b-38:11a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52266"|"BIB_LENCDX_F055A_T"|"F55a Exod 38:11b-39:3a"|"Folio 55a Exodus 38:11b-39:3a"|"Firk. B19A Leningrad Codex, Folio 55a Exodus 38:11b-39:3a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52267"|"BIB_LENCDX_F055B_T"|"F55b Exod 39:3b-39:29a"|"Folio 55b Exodus 39:3b-39:29a"|"Firk. B19A Leningrad Codex, Folio 55b Exodus 39:3b-39:29a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52268"|"BIB_LENCDX_F056A_T"|"F56a Exod 39:29b-40:15a"|"Folio 56a Exodus 39:29b-40:15a"|"Firk. B19A Leningrad Codex, Folio 56a Exodus 39:29b-40:15a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52270"|"BIB_LENCDX_F057A_T"|"F57a Lev 1:2b-2:9a"|"Folio 57a Leviticus 1:2b-2:9a"|"Firk. B19A Leningrad Codex, Folio 57a Leviticus 1:2b-2:9a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52271"|"BIB_LENCDX_F057B_T"|"F57b Lev 2:9b-3:17"|"Folio 57b Leviticus 2:9b-3:17"|"Firk. B19A Leningrad Codex, Folio 57b Leviticus 2:9b-3:17, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52272"|"BIB_LENCDX_F058A_T"|"F58a Lev 4:1-4:24a"|"Folio 58a Leviticus 4:1-4:24a"|"Firk. B19A Leningrad Codex, Folio 58a Leviticus 4:1-4:24a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52273"|"BIB_LENCDX_F058B_T"|"F58b Lev 4:24b-5:9a"|"Folio 58b Leviticus 4:24b-5:9a"|"Firk. B19A Leningrad Codex, Folio 58b Leviticus 4:24b-5:9a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52274"|"BIB_LENCDX_F059A_T"|"F59a Lev 5:9b-6:4a"|"Folio 59a Leviticus 5:9b-6:4a"|"Firk. B19A Leningrad Codex, Folio 59a Leviticus 5:9b-6:4a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52275"|"BIB_LENCDX_F059B_T"|"F59b Lev 6:4b-7:8a"|"Folio 59b Leviticus 6:4b-7:8a"|"Firk. B19A Leningrad Codex, Folio 59b Leviticus 6:4b-7:8a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52276"|"BIB_LENCDX_F060A_T"|"F60a Lev 7:8b-7:34a"|"Folio 60a Leviticus 7:8b-7:34a"|"Firk. B19A Leningrad Codex, Folio 60a Leviticus 7:8b-7:34a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52277"|"BIB_LENCDX_F060B_T"|"F60b Lev 7:34b-8:21a"|"Folio 60b Leviticus 7:34b-8:21a"|"Firk. B19A Leningrad Codex, Folio 60b Leviticus 7:34b-8:21a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52278"|"BIB_LENCDX_F061A_T"|"F61a Lev 8:21b-9:6a"|"Folio 61a Leviticus 8:21b-9:6a"|"Firk. B19A Leningrad Codex, Folio 61a Leviticus 8:21b-9:6a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52279"|"BIB_LENCDX_F061B_T"|"F61b Lev 9:6b-10:6a"|"Folio 61b Leviticus 9:6b-10:6a"|"Firk. B19A Leningrad Codex, Folio 61b Leviticus 9:6b-10:6a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52280"|"BIB_LENCDX_F062A_T"|"F62a Lev 10:6b-11:12a"|"Folio 62a Leviticus 10:6b-11:12a"|"Firk. B19A Leningrad Codex, Folio 62a Leviticus 10:6b-11:12a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52281"|"BIB_LENCDX_F062B_T"|"F62b Lev 11:12b-11:44a"|"Folio 62b Leviticus 11:12b-11:44a"|"Firk. B19A Leningrad Codex, Folio 62b Leviticus 11:12b-11:44a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52282"|"BIB_LENCDX_F063A_T"|"F63a Lev 11:44b-13:12"|"Folio 63a Leviticus 11:44b-13:12"|"Firk. B19A Leningrad Codex, Folio 63a Leviticus 11:44b-13:12, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Leviticus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
